34,C10,FALSE,Bl23_Acer_1295,A,UNKNOWN,SYBR,None,24.273,24.355,0.115,,,,,,,,FALSE,0.100,TRUE,3,20,Amp,,0.961,N,N,N,N,N,N,87.904,,,
35,C11,FALSE,Bl23_Acer_1295,Acer,UNKNOWN,SYBR,None,21.990,21.829,0.228,,,,,,,,FALSE,0.100,TRUE,3,18,Amp,,0.942,N,N,N,N,N,N,75.269,,,
36,C12,FALSE,Bl23_Acer_1295,A,UNKNOWN,SYBR,None,24.436,24.355,0.115,,,,,,,,FALSE,0.100,TRUE,3,21,Amp,,0.963,N,N,N,N,N,N,87.751,,,
37,D1,FALSE,Bl23_Acer_1296,Acer,UNKNOWN,SYBR,None,21.273,21.357,0.118,,,,,,,,FALSE,0.100,TRUE,3,17,Amp,,0.946,N,N,N,N,N,N,74.982,,,
38,D2,FALSE,Bl23_Acer_1296,A,UNKNOWN,SYBR,None,22.750,22.853,0.146,,,,,,,,FALSE,0.100,TRUE,3,19,Amp,,0.942,N,N,N,N,N,N,87.318,,,
39,D3,FALSE,Bl23_Acer_1296,Acer,UNKNOWN,SYBR,None,21.441,21.357,0.118,,,,,,,,FALSE,0.100,TRUE,3,18,Amp,,0.927,N,N,N,N,N,N,75.250,,,
40,D4,FALSE,Bl23_Acer_1296,A,UNKNOWN,SYBR,None,22.956,22.853,0.146,,,,,,,,FALSE,0.100,TRUE,3,19,Amp,,0.944,N,N,N,N,N,N,87.719,,,
41,D5,FALSE,Bl23_Acer_1297,Acer,UNKNOWN,SYBR,None,22.506,22.467,0.055,,,,,,,,FALSE,0.100,TRUE,3,19,Amp,,0.931,N,N,N,N,N,N,75.109,,,
42,D6,FALSE,Bl23_Acer_1297,A,UNKNOWN,SYBR,None,24.612,24.675,0.088,,,,,,,,FALSE,0.100,TRUE,3,20,Amp,,0.944,N,N,N,N,N,N,87.579,,,
43,D7,FALSE,Bl23_Acer_1297,Acer,UNKNOWN,SYBR,None,22.428,22.467,0.055,,,,,,,,FALSE,0.100,TRUE,3,18,Amp,,0.936,N,N,N,N,N,N,75.259,,,
44,D8,FALSE,Bl23_Acer_1297,A,UNKNOWN,SYBR,None,24.737,24.675,0.088,,,,,,,,FALSE,0.100,TRUE,3,21,Amp,,0.952,N,N,N,N,N,N,87.596,,,
45,D9,FALSE,Bl23_Acer_1298,Acer,UNKNOWN,SYBR,None,20.818,20.865,0.067,,,,,,,,FALSE,0.100,TRUE,3,16,Amp,,0.977,N,N,N,N,N,N,75.415,,,
46,D10,FALSE,Bl23_Acer_1298,A,UNKNOWN,SYBR,None,22.202,22.076,0.178,,,,,,,,FALSE,0.100,TRUE,3,18,Amp,,0.970,N,N,N,N,N,N,87.764,,,
47,D11,FALSE,Bl23_Acer_1298,Acer,UNKNOWN,SYBR,None,20.912,20.865,0.067,,,,,,,,FALSE,0.100,TRUE,3,17,Amp,,0.980,N,N,N,N,N,N,75.269,,,
48,D12,FALSE,Bl23_Acer_1298,A,UNKNOWN,SYBR,None,21.950,22.076,0.178,,,,,,,,FALSE,0.100,TRUE,3,18,Amp,,0.960,N,N,N,N,N,N,87.751,,,
49,E1,FALSE,Bl23_Acer_1299,Acer,UNKNOWN,SYBR,None,21.767,22.064,0.420,,,,,,,,FALSE,0.100,TRUE,3,17,Amp,,0.948,N,N,N,N,N,N,74.842,,,
50,E2,FALSE,Bl23_Acer_1299,A,UNKNOWN,SYBR,None,23.869,23.972,0.146,,,,,,,,FALSE,0.100,TRUE,3,20,Amp,,0.958,N,N,N,N,N,N,87.178,,,
51,E3,FALSE,Bl23_Acer_1299,Acer,UNKNOWN,SYBR,None,22.361,22.064,0.420,,,,,,,,FALSE,0.100,TRUE,3,19,Amp,,0.877,N,N,N,N,N,N,75.250,,,
52,E4,FALSE,Bl23_Acer_1299,A,UNKNOWN,SYBR,None,24.075,23.972,0.146,,,,,,,,FALSE,0.100,TRUE,3,20,Amp,,0.951,N,N,N,N,N,N,87.719,,,
53,E5,FALSE,Bl23_Acer_1300,Acer,UNKNOWN,SYBR,None,21.303,21.099,0.288,,,,,,,,FALSE,0.100,TRUE,3,18,Amp,,0.941,N,N,N,N,N,N,75.109,,,
54,E6,FALSE,Bl23_Acer_1300,A,UNKNOWN,SYBR,None,22.565,22.514,0.072,,,,,,,,FALSE,0.100,TRUE,3,19,Amp,,0.946,N,N,N,N,N,N,87.579,,,
55,E7,FALSE,Bl23_Acer_1300,Acer,UNKNOWN,SYBR,None,20.895,21.099,0.288,,,,,,,,FALSE,0.100,TRUE,3,17,Amp,,0.969,N,N,N,N,N,N,75.259,,,
56,E8,FALSE,Bl23_Acer_1300,A,UNKNOWN,SYBR,None,22.463,22.514,0.072,,,,,,,,FALSE,0.100,TRUE,3,18,Amp,,0.961,N,N,N,N,N,N,87.596,,,
57,E9,FALSE,Bl23_Acer_1301,Acer,UNKNOWN,SYBR,None,22.609,22.513,0.136,,,,,,,,FALSE,0.100,TRUE,3,18,Amp,,0.956,N,N,N,N,N,N,75.275,,,
58,E10,FALSE,Bl23_Acer_1301,A,UNKNOWN,SYBR,None,24.470,24.550,0.112,,,,,,,,FALSE,0.100,TRUE,3,20,Amp,,0.958,N,N,N,N,N,N,87.764,,,
59,E11,FALSE,Bl23_Acer_1301,Acer,UNKNOWN,SYBR,None,22.417,22.513,0.136,,,,,,,,FALSE,0.100,TRUE,3,18,Amp,,0.976,N,N,N,N,N,N,75.269,,,
60,E12,FALSE,Bl23_Acer_1301,A,UNKNOWN,SYBR,None,24.629,24.550,0.112,,,,,,,,FALSE,0.100,TRUE,3,20,Amp,,0.945,N,N,N,N,N,N,87.751,,,
61,F1,FALSE,Bl23_Acer_1302,Acer,UNKNOWN,SYBR,None,21.260,21.366,0.150,,,,,,,,FALSE,0.100,TRUE,3,17,Amp,,0.931,N,N,N,N,N,N,74.842,,,
62,F2,FALSE,Bl23_Acer_1302,A,UNKNOWN,SYBR,None,23.414,23.324,0.127,,,,,,,,FALSE,0.100,TRUE,3,19,Amp,,0.954,N,N,N,N,N,N,87.178,,,
63,F3,FALSE,Bl23_Acer_1302,Acer,UNKNOWN,SYBR,None,21.472,21.366,0.150,,,,,,,,FALSE,0.100,TRUE,3,18,Amp,,0.908,N,N,N,N,N,N,75.250,,,
64,F4,FALSE,Bl23_Acer_1302,A,UNKNOWN,SYBR,None,23.234,23.324,0.127,,,,,,,,FALSE,0.100,TRUE,3,19,Amp,,0.950,N,N,N,N,N,N,87.719,,,
65,F5,FALSE,Cr2_Apal_30_82_RE_2,Acer,UNKNOWN,SYBR,None,18.584,18.434,0.212,,,,,,,,FALSE,0.100,TRUE,3,15,Amp,,0.862,N,N,N,N,N,N,75.109,,,
66,F6,FALSE,Cr2_Apal_30_82_RE_2,A,UNKNOWN,SYBR,None,23.678,23.750,0.101,,,,,,,,FALSE,0.100,TRUE,3,19,Amp,,0.917,N,N,N,N,N,N,87.579,,,
67,F7,FALSE,Cr2_Apal_30_82_RE_2,Acer,UNKNOWN,SYBR,None,18.284,18.434,0.212,,,,,,,,FALSE,0.100,TRUE,3,14,Amp,,0.903,N,N,N,N,N,N,75.259,,,
68,F8,FALSE,Cr2_Apal_30_82_RE_2,A,UNKNOWN,SYBR,None,23.822,23.750,0.101,,,,,,,,FALSE,0.100,TRUE,3,20,Amp,,0.921,N,N,N,N,N,N,87.596,,,
69,F9,FALSE,Cr2_Apal_30_84_RE_2,Acer,UNKNOWN,SYBR,None,19.369,19.248,0.171,,,,,,,,FALSE,0.100,TRUE,3,15,Amp,,0.914,N,N,N,N,N,N,75.275,,,
70,F10,FALSE,Cr2_Apal_30_84_RE_2,A,UNKNOWN,SYBR,None,23.175,23.211,0.050,,,,,,,,FALSE,0.100,TRUE,3,19,Amp,,0.922,N,N,N,N,N,N,87.764,,,
71,F11,FALSE,Cr2_Apal_30_84_RE_2,Acer,UNKNOWN,SYBR,None,19.127,19.248,0.171,,,,,,,,FALSE,0.100,TRUE,3,15,Amp,,0.942,N,N,N,N,N,N,75.269,,,
72,F12,FALSE,Cr2_Apal_30_84_RE_2,A,UNKNOWN,SYBR,None,23.246,23.211,0.050,,,,,,,,FALSE,0.100,TRUE,3,19,Amp,,0.937,N,N,N,N,N,N,87.751,,,
73,G1,FALSE,Cr2_Apal_30_105_RE_2,Acer,UNKNOWN,SYBR,None,18.822,18.971,0.212,,,,,,,,FALSE,0.100,TRUE,3,15,Amp,,0.906,N,N,N,N,N,N,74.842,,,
74,G2,FALSE,Cr2_Apal_30_105_RE_2,A,UNKNOWN,SYBR,None,23.341,23.384,0.060,,,,,,,,FALSE,0.100,TRUE,3,19,Amp,,0.907,N,N,N,N,N,N,87.178,,,
75,G3,FALSE,Cr2_Apal_30_105_RE_2,Acer,UNKNOWN,SYBR,None,19.121,18.971,0.212,,,,,,,,FALSE,0.100,TRUE,3,15,Amp,,0.891,N,N,N,N,N,N,75.250,,,
76,G4,FALSE,Cr2_Apal_30_105_RE_2,A,UNKNOWN,SYBR,None,23.426,23.384,0.060,,,,,,,,FALSE,0.100,TRUE,3,19,Amp,,0.922,N,N,N,N,N,N,87.719,,,
77,G5,FALSE,Cr2_Apal_30_82_ORIG,Acer,UNKNOWN,SYBR,None,19.479,18.980,0.706,,,,,,,,FALSE,0.100,TRUE,3,16,Amp,,0.604,Y,N,Y,Y,Y,N,75.109,80.013,,
78,G6,FALSE,Cr2_Apal_30_82_ORIG,A,UNKNOWN,SYBR,None,26.764,26.873,0.154,,,,,,,,FALSE,0.100,TRUE,3,23,Amp,,0.944,N,N,N,N,N,N,87.719,,,
79,G7,FALSE,Cr2_Apal_30_82_ORIG,Acer,UNKNOWN,SYBR,None,18.480,18.980,0.706,,,,,,,,FALSE,0.100,TRUE,3,15,Amp,,0.922,N,N,Y,N,N,N,75.259,,,
80,G8,FALSE,Cr2_Apal_30_82_ORIG,A,UNKNOWN,SYBR,None,26.982,26.873,0.154,,,,,,,,FALSE,0.100,TRUE,3,22,Amp,,0.952,N,N,N,N,N,N,87.737,,,
81,G9,FALSE,Cr2_Apal_30_84_ORIG,Acer,UNKNOWN,SYBR,None,20.292,20.178,0.160,,,,,,,,FALSE,0.100,TRUE,3,16,Amp,,0.928,N,N,N,N,N,N,75.275,,,
82,G10,FALSE,Cr2_Apal_30_84_ORIG,A,UNKNOWN,SYBR,None,26.767,26.538,0.324,,,,,,,,FALSE,0.100,TRUE,3,22,Amp,,0.946,N,N,N,N,N,N,87.764,,,
83,G11,FALSE,Cr2_Apal_30_84_ORIG,Acer,UNKNOWN,SYBR,None,20.065,20.178,0.160,,,,,,,,FALSE,0.100,TRUE,3,16,Amp,,0.945,N,N,N,N,N,N,75.269,,,
84,G12,FALSE,Cr2_Apal_30_84_ORIG,A,UNKNOWN,SYBR,None,26.309,26.538,0.324,,,,,,,,FALSE,0.100,TRUE,3,23,Amp,,0.954,N,N,N,N,N,N,87.751,,,
85,H1,FALSE,NTC,Acer,UNKNOWN,SYBR,None,Undetermined,,,,,,,,,,FALSE,0.100,TRUE,3,4,No Amp,,0.000,Y,N,N,N,Y,Y,73.440,80.029,63.487,85.215
86,H2,FALSE,NTC,A,UNKNOWN,SYBR,None,Undetermined,,,,,,,,,,FALSE,0.100,TRUE,3,39,No Amp,,0.000,Y,Y,N,N,Y,Y,90.823,74.141,70.216,85.636
87,H3,FALSE,Cr2_Apal_30_105_ORIG,Acer,UNKNOWN,SYBR,None,19.559,19.837,0.394,,,,,,,,FALSE,0.100,TRUE,3,15,Amp,,0.954,N,N,N,N,N,N,75.110,,,
88,H4,FALSE,Cr2_Apal_30_105_ORIG,A,UNKNOWN,SYBR,None,24.326,24.437,0.158,,,,,,,,FALSE,0.100,TRUE,3,20,Amp,,0.976,N,N,N,N,N,N,87.719,,,
89,H5,FALSE,Cr2_Apal_30_105_ORIG,Acer,UNKNOWN,SYBR,None,20.116,19.837,0.394,,,,,,,,FALSE,0.100,TRUE,3,17,Amp,,0.848,N,N,N,N,N,N,75.109,,,
90,H6,FALSE,Cr2_Apal_30_105_ORIG,A,UNKNOWN,SYBR,None,24.549,24.437,0.158,,,,,,,,FALSE,0.100,TRUE,3,21,Amp,,0.957,N,N,N,N,N,N,87.579,,,
91,H7,FALSE,Cr2_Apal_30_122_ORIG,Acer,UNKNOWN,SYBR,None,18.418,18.239,0.253,,,,,,,,FALSE,0.100,TRUE,3,13,Amp,,0.868,N,N,N,N,N,N,75.399,,,
92,H8,FALSE,Cr2_Apal_30_122_ORIG,A,UNKNOWN,SYBR,None,20.563,21.920,1.919,,,,,,,,FALSE,0.100,TRUE,3,15,Amp,,0.243,Y,N,Y,N,N,N,87.877,,,
93,H9,FALSE,Cr2_Apal_30_122_ORIG,Acer,UNKNOWN,SYBR,None,18.060,18.239,0.253,,,,,,,,FALSE,0.100,TRUE,3,13,Amp,,0.852,N,N,N,N,N,N,75.415,,,
94,H10,FALSE,Cr2_Apal_30_122_ORIG,A,UNKNOWN,SYBR,None,23.277,21.920,1.919,,,,,,,,FALSE,0.100,TRUE,3,17,Amp,,0.418,Y,N,Y,N,N,N,87.904,,,
95,H11,FALSE,+,Acer,UNKNOWN,SYBR,None,28.909,26.869,2.884,,,,,,,,FALSE,0.100,TRUE,3,24,Amp,,0.959,N,N,Y,N,N,N,74.989,,,
96,H12,FALSE,+,A,UNKNOWN,SYBR,None,Undetermined,15.607,,,,,,,,,FALSE,0.100,TRUE,3,11,No Amp,,0.000,Y,N,N,N,Y,N,84.245,63.208,87.751,67.696
